Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Delta Time (s)	SNR NIST Quick (dB)	Tag	Notes	VF2
71	Spectrogram 1	7	200057.300000000	200059.730000000	50.400	228.700		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	257.3000	2.4300	15.41	NARW		v
72	Spectrogram 1	8	200057.410000000	200059.000000000	54.300	217.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	257.4100	1.5900	14.73	NARW		v
73	Spectrogram 1	8	200107.280000000	200110.110000000	46.500	286.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	307.2800	2.8300	15.70	NARW		v
74	Spectrogram 1	11	200108.810000000	200111.980000000	15.500	275.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	308.8100	3.1700	15.30	NARW		v
75	Spectrogram 1	7	200109.260000000	200111.750000000	58.100	282.900		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	309.2600	2.4900	16.16	NARW		v
76	Spectrogram 1	9	200110.730000000	200112.430000000	62.000	232.600		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	310.7300	1.7000	16.22	NARW		v
77	Spectrogram 1	4	200112.150000000	200114.700000000	54.300	267.400		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	312.1500	2.5500	14.60	NARW		v
78	Spectrogram 1	8	200114.580000000	200116.790000000	34.900	193.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	314.5800	2.2100	12.70	NARW		v
79	Spectrogram 1	9	200142.940000000	200146.000000000	34.900	255.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	342.9400	3.0600	15.46	NARW		v
80	Spectrogram 1	2	200143.790000000	200146.050000000	65.900	286.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	343.7900	2.2600	15.22	NARW		v
81	Spectrogram 1	8	200160.540000000	200162.580000000	50.400	209.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	360.5400	2.0400	14.85	NARW		v
82	Spectrogram 1	2	200192.240000000	200193.880000000	108.500	228.700		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	392.2400	1.6400	15.06	NARW		v
83	Spectrogram 1	9	200196.200000000	200198.860000000	73.600	302.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	396.2000	2.6600	12.71	NARW		v
84	Spectrogram 1	7	200199.030000000	200201.580000000	100.800	244.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	399.0300	2.5500	13.87	NARW		v
85	Spectrogram 1	8	200200.790000000	200204.130000000	23.300	279.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	400.7900	3.3400	13.24	NARW		v
86	Spectrogram 1	2	200236.390000000	200238.650000000	81.400	337.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	436.3900	2.2600	15.46	NARW		v
87	Spectrogram 1	9	200238.540000000	200240.180000000	62.000	201.600		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	438.5400	1.6400	14.56	NARW		v
88	Spectrogram 1	8	200239.670000000	200241.880000000	73.600	310.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	439.6700	2.2100	15.41	NARW		v
89	Spectrogram 1	9	200240.010000000	200242.390000000	104.700	294.600		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	440.0100	2.3800	12.16	NARW		v
90	Spectrogram 1	11	200241.650000000	200244.030000000	81.400	317.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	441.6500	2.3800	15.08	NARW		v
91	Spectrogram 1	7	200241.880000000	200243.860000000	81.400	317.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	441.8800	1.9800	14.63	NARW		v
92	Spectrogram 1	9	200242.960000000	200246.010000000	81.400	298.400		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	442.9600	3.0500	12.48	NARW		v
93	Spectrogram 1	7	200243.640000000	200246.520000000	89.100	306.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	443.6400	2.8800	14.85	NARW		v
94	Spectrogram 1	8	200245.450000000	200248.500000000	27.100	306.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	445.4500	3.0500	14.71	NARW		v
95	Spectrogram 1	9	200271.990000000	200274.090000000	50.400	201.600		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	471.9900	2.1000	14.67	NARW		v
96	Spectrogram 1	8	200275.110000000	200277.200000000	69.800	201.600		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	475.1100	2.0900	13.01	NARW		v
97	Spectrogram 1	9	200283.090000000	200285.690000000	38.800	259.700		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	483.0900	2.6000	15.28	NARW		v
98	Spectrogram 1	8	200286.990000000	200289.310000000	50.400	213.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	486.9900	2.3200	14.44	NARW		v
99	Spectrogram 1	9	200294.410000000	200296.620000000	85.300	224.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	494.4100	2.2100	12.99	NARW		v
100	Spectrogram 1	8	200297.350000000	200299.620000000	54.300	232.600		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	497.3500	2.2700	13.28	NARW		v
101	Spectrogram 1	8	200321.410000000	200323.280000000	31.000	178.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	521.4100	1.8700	13.80	NARW		v
102	Spectrogram 1	9	200321.690000000	200324.180000000	96.900	220.900		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	521.6900	2.4900	12.74	NARW		v
103	Spectrogram 1	2	200322.600000000	200324.240000000	93.000	240.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	522.6000	1.6400	13.03	NARW		v
104	Spectrogram 1	8	200325.710000000	200327.260000000	38.800	337.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	525.7100	1.5500	14.20	NARW		v
105	Spectrogram 1	9	200338.790000000	200341.050000000	73.600	217.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	538.7900	2.2600	13.26	NARW		v
106	Spectrogram 1	8	200341.220000000	200343.940000000	34.900	248.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	541.2200	2.7200	15.39	NARW		v
107	Spectrogram 1	2	200359.610000000	200361.990000000	108.500	240.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	559.6100	2.3800	11.42	NARW		v
108	Spectrogram 1	9	200362.900000000	200365.730000000	73.600	228.700		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	562.9000	2.8300	12.36	NARW		v
109	Spectrogram 1	9	200380.730000000	200383.220000000	42.600	220.900		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	580.7300	2.4900	14.96	NARW		v
110	Spectrogram 1	2	200381.460000000	200383.730000000	89.100	259.700		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	581.4600	2.2700	13.36	NARW	?	v
111	Spectrogram 1	9	200389.100000000	200391.820000000	34.900	220.900		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	589.1000	2.7200	14.93	NARW		v
112	Spectrogram 1	9	200423.460000000	200426.060000000	54.300	193.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	623.4600	2.6000	14.06	NARW		v
113	Spectrogram 1	8	200430.080000000	200432.460000000	85.300	310.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	630.0800	2.3800	12.68	NARW		v
114	Spectrogram 1	9	200446.830000000	200448.980000000	46.500	174.400		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	646.8300	2.1500	14.23	NARW		v
115	Spectrogram 1	8	200450.230000000	200452.610000000	19.400	209.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	650.2300	2.3800	14.80	NARW	?	v
116	Spectrogram 1	8	200452.610000000	200455.720000000	69.800	348.800		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	652.6100	3.1100	16.05	NARW		v
117	Spectrogram 1	11	200454.470000000	200457.250000000	62.000	372.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	654.4700	2.7800	16.96	NARW		v
118	Spectrogram 1	7	200454.980000000	200457.130000000	73.600	302.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	654.9800	2.1500	14.67	NARW		v
119	Spectrogram 1	9	200455.660000000	200458.660000000	69.800	251.900		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	655.6600	3.0000	12.66	NARW		v
120	Spectrogram 1	9	200471.400000000	200473.440000000	46.500	267.400		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	671.4000	2.0400	14.52	NARW		v
121	Spectrogram 1	8	200474.170000000	200476.490000000	11.600	213.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	674.1700	2.3200	14.49	NARW		v
122	Spectrogram 1	1	200475.420000000	200477.850000000	42.600	251.900		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	675.4200	2.4300	10.97	NARW		v
123	Spectrogram 1	2	200475.590000000	200478.870000000	81.400	279.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	675.5900	3.2800	14.29	NARW		v
124	Spectrogram 1	8	200476.940000000	200479.320000000	34.900	248.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	676.9400	2.3800	15.97	NARW		v
125	Spectrogram 1	9	200479.610000000	200482.440000000	73.600	248.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	679.6100	2.8300	13.62	NARW		v
126	Spectrogram 1	9	200483.960000000	200486.280000000	65.900	244.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	683.9600	2.3200	13.91	NARW		v
127	Spectrogram 1	8	200485.380000000	200488.210000000	81.400	251.900		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	685.3800	2.8300	12.99	NARW		v
128	Spectrogram 1	1	200514.970000000	200516.010000000	37.200	198.500		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	714.9700	1.0400	10.89	NARW		v
129	Spectrogram 1	8	200516.350000000	200517.290000000	24.800	217.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	716.3500	0.9400	14.42	NARW		v
130	Spectrogram 1	9	200521.380000000	200523.980000000	54.300	232.600		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	721.3800	2.6000	14.16	NARW		v
131	Spectrogram 1	2	200521.600000000	200524.210000000	34.900	232.600		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	721.6000	2.6100	15.78	NARW		v
132	Spectrogram 1	8	200523.930000000	200525.960000000	62.000	240.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	723.9300	2.0300	16.01	NARW		v
133	Spectrogram 1	11	200525.450000000	200527.600000000	15.500	248.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	725.4500	2.1500	15.40	NARW		v
134	Spectrogram 1	8	200526.020000000	200526.930000000	6.200	210.900		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	726.0200	0.9100	14.27	NARW		v
135	Spectrogram 1	7	200526.540000000	200527.400000000	37.200	198.500		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	726.5400	0.8600	13.87	NARW		v
136	Spectrogram 1	9	200527.850000000	200528.660000000	31.000	186.100		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	727.8500	0.8100	17.48	NARW		v
137	Spectrogram 1	2	200624.110000000	200627.170000000	69.800	240.300		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	824.1100	3.0600	14.74	NARW		v
138	Spectrogram 1	9	200628.640000000	200631.130000000	81.400	244.200		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	828.6400	2.4900	12.37	NARW		v
139	Spectrogram 1	7	200631.810000000	200633.900000000	77.500	259.700		55	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_073000Z.aif	71485MD03_002K_M12_multi_20160128_073000Z.aif	831.8100	2.0900	14.97	NARW		v
